id,item_id,name,brand,categories,price,specs,gpt_specs
243416,LPLEN03503,"Lenovo Legion Slim 7i Gaming Laptop 16"" QHD 240Hz Intel i9-13900H GeForce RTX 4070 32GB 1TB SSD Windows 11 Home, 82Y3007HCC",LENOVO,"['Laptops, Tablet', None, None, None]",2299.0,"{'GPU': 'GeForce RTX 4070', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '32GB', 'Screen Size': '16""'}","{'Brand': 'Lenovo', 'Series': 'Legion Slim 7i', 'Model': '82Y3007HCC', 'Screen Size': '16""', 'Resolution': 'QHD', 'Refresh Rate': '240Hz', 'CPU': 'Intel i9-13900H', 'GPU': 'NVIDIA GeForce RTX 4070', 'RAM': '32GB', 'Storage': '1TB SSD', 'OS': 'Windows 11 Home'}"
235073,LPMSI00539,"MSI Katana 15 Gaming Laptop 15.6"" FHD Intel i7-12650H GeForce RTX 4060 16GB 1TB SSD Windows 11 Home, B12VFK-237CA",MSI,"['Laptops, Tablet', None, None, None]",1399.0,"{'GPU': 'GeForce RTX 4060', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}","{'Brand': 'MSI', 'Model': 'Katana 15', 'Model Code': 'B12VFK-237CA', 'CPU': 'Intel i7-12650H', 'GPU': 'GeForce RTX 4060', 'RAM': '16GB', 'Storage': '1TB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Resolution': 'FHD'}"
243636,LPACE00981,"ACER Aspire 5 Consumer Laptop 15.6"" AMD Ryzen 3 5300U 8GB 256GB SSD Windows 11 S, A515-45-R4RP",ACER,"['Laptops, Tablet', None, None, None]",449.0,"{'GPU': 'AMD Radeon Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 S', 'Memory': '8GB', 'Screen Size': '15.6""'}","{'Brand': 'ACER', 'Model': 'Aspire 5', 'Model Code': 'A515-45-R4RP', 'CPU': 'AMD Ryzen 3 5300U', 'RAM': '8GB', 'Storage': '256GB SSD', 'OS': 'Windows 11 S', 'Screen': '15.6""'}"
229726,LPASU00666,"Asus Vivobook 16 Laptop 16"" WUXGA AMD Ryzen 5 5600H AMD Radeon Graphics 8GB 512GB SSD Windows 11 Home, M1603QA-RH51-CA",ASUS,"['Laptops, Tablet', None, None, None]",599.0,"{'GPU': 'AMD Radeon Graphics', 'Maximum Resolution': '1920 x 1200', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '8GB', 'Screen Size': '16""'}","{'Brand': 'Asus', 'Model': 'Vivobook 16', 'Model Code': 'M1603QA-RH51-CA', 'CPU': 'AMD Ryzen 5 5600H', 'GPU': 'AMD Radeon Graphics', 'RAM': '8GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '16""', 'Resolution': 'WUXGA'}"
239822,LPACE00968,"Acer Nitro 5 Gaming Laptop 15.6"" FHD Intel i5-12450H GeForce RTX 4060 16GB 512GB SSD Windows 11 Home, NH.QM0AA.004",ACER,"['Laptops, Tablet', None, None, None]",1099.0,"{'GPU': 'GeForce RTX 4060', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}","{'Brand': 'Acer', 'Model': 'Nitro 5', 'Model Code': 'NH.QM0AA.004', 'CPU': 'Intel i5-12450H', 'GPU': 'GeForce RTX 4060', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Resolution': 'FHD'}"
234397,LPHEW01967,"HP ProBook 440 G9 14"" Business Laptop Intel i5-1235U 16 GB 256 GB SSD, Windows 11 Pro",HP,"['Laptops, Tablet', None, None, None]",749.0,"{'General Information<HDRBR>Manufacturer': 'HP Inc.', 'General Information<HDRBR>Manufacturer Part Number': '6J8Q6UT#ABA', 'GPU': 'Intel Iris Xe', 'General Information<HDRBR>Manufacturer Website Address': 'http://www.hp.com', 'Maximum Resolution': '1920 x 1080', 'General Information<HDRBR>Brand Name': 'HP'}","{'Brand': 'HP', 'Model': 'ProBook 440 G9', 'Screen': '14""', 'CPU': 'Intel i5-1235U', 'RAM': '16GB', 'Storage': '256GB SSD', 'OS': 'Windows 11 Pro'}"
239788,LPLEN03438,"Lenovo Legion Pro 5 Gaming Notebook 16"" 165Hz WQXGA AMD Ryzen 7 7745HX GeForce RTX 4070 16GB 512GB SSD Windows 11 Home, 82WM005VCC",LENOVO,"['Laptops, Tablet', None, None, None]",1699.0,"{'GPU': 'GeForce RTX 4070', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '16""'}","{'Brand': 'Lenovo', 'Model': 'Legion Pro 5', 'Model Code': '82WM005VCC', 'CPU': 'AMD Ryzen 7 7745HX', 'GPU': 'GeForce RTX 4070', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '16""', 'Resolution': 'WQXGA', 'Refresh Rate': '165Hz'}"
242615,LPLEN03487,"Lenovo ThinkPad E16 Business Laptop 16"" FHD Intel i7-1355U 16GB 512GB SSD Windows 11 Pro, 21JN0073US",LENOVO,"['Laptops, Tablet', None, None, None]",1199.0,"{'Memory': '16GB', 'Model': 'ThinkPad E16', 'Screen Size': '16""', 'Operating System': 'Windows 11 Pro', 'Maximum Resolution': '1920 x 1200', 'Refresh Rate': '60Hz'}","{'Brand': 'Lenovo', 'Series': 'ThinkPad E16', 'Model': '21JN0073US', 'CPU': 'Intel i7-1355U', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Pro', 'Screen': '16""', 'Resolution': 'FHD'}"
243491,LPHEW02087,"HP Victus 15-fb0000ca Gaming Laptop 15.6"" 144Hz AMD Ryzen 5 5600H GeForce RTX 3050 Ti 16GB 512GB SSD Windows 11 Home, 89A37UA#ABL",HP,"['Laptops, Tablet', None, None, None]",849.0,"{'GPU': 'GeForce RTX 3050 Ti', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}","{'Brand': 'HP', 'Model': 'Victus 15-fb0000ca', 'Model Code': '89A37UA#ABL', 'CPU': 'AMD Ryzen 5 5600H', 'GPU': 'GeForce RTX 3050 Ti', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Refresh Rate': '144Hz'}"
239806,LPMSI00564,"MSI Bravo 15 Gaming Laptop 15.6"" FHD AMD Ryzen 7 7735HS GeForce RTX 4060 32GB 1TB SSD Windows 11 Home, C7VFK-057CA",MSI,"['Laptops, Tablet', None, None, None]",1399.0,"{'GPU': 'Ge Force RTX 4060', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '32GB', 'Screen Size': '15.6""'}","{'Brand': 'MSI', 'Model': 'Bravo 15', 'Model Code': 'C7VFK-057CA', 'CPU': 'AMD Ryzen 7 7735HS', 'GPU': 'GeForce RTX 4060', 'RAM': '32GB', 'Storage': '1TB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Resolution': 'FHD'}"
242954,LPLEN03493,"LENOVO Thinkbook T490 Business Laptop 14"" Intel i5-8365U 16GB 256GB SSD Windows 10 Pro Refurbished",LENOVO,"['Laptops, Tablet', None, None, None]",399.0,"{'GPU': 'Intel UHD Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 10 Pro', 'Memory': '16GB', 'Screen Size': '14""'}","{'Brand': 'Lenovo', 'Series': 'Thinkbook T490', 'Type': 'Business Laptop', 'Screen Size': '14""', 'CPU': 'Intel i5-8365U', 'RAM': '16GB', 'Storage': '256GB SSD', 'OS': 'Windows 10 Pro', 'Condition': 'Refurbished'}"
242916,LPASU00786,"ASUS Vivobook 16X Laptop 16"" Intel i5-1235U 8GB 512GB SSD Windows 11 Home, X1605ZA-DB51-CA",ASUS,"['Laptops, Tablet', None, None, None]",649.0,"{'GPU': 'Intel UHD Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '8GB', 'Screen Size': '16""'}","{'Brand': 'ASUS', 'Model': 'Vivobook 16X', 'Model Code': 'X1605ZA-DB51-CA', 'CPU': 'Intel i5-1235U', 'RAM': '8GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '16""'}"
238858,LPHEW02028,"HP Consumer Laptop 15.6"" FHD AMD Ryzen 7 7730U AMD Radeon Graphics 16GB 1TB SSD Windows 11 Home, 15-fc0040ca",HP,"['Laptops, Tablet', None, None, None]",849.0,"{'Memory': '16GB', 'Screen Size': '15.6""', 'Operating System': 'Windows 11 Home', 'Maximum Resolution': '1080p Full HD', 'SSD Capacity': '1TB', 'CPU': 'Ryzen 7 7730U'}","{'Brand': 'HP', 'Model': '15-fc0040ca', 'CPU': 'AMD Ryzen 7 7730U', 'GPU': 'AMD Radeon Graphics', 'RAM': '16GB', 'Storage': '1TB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Resolution': 'FHD'}"
245318,LPHEW02099,"HP 17-cn3020ca Consumer Laptop 17.3"" FHD Intel i5-1335U 16GB 512GB SSD Windows 11 Home, 8N3T7UA#ABL",HP,"['Laptops, Tablet', None, None, None]",799.0,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '17.3""'}","{'Brand': 'HP', 'Model': '17-cn3020ca', 'Model Code': '8N3T7UA#ABL', 'CPU': 'Intel i5-1335U', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '17.3""', 'Resolution': 'FHD'}"
248768,LPLEN03685,"Lenovo IdeaPad Slim 3 15AMN8 Laptop 15.6"" FHD AMD Ryzen 3 7320U 8GB 256GB SSD Windows 11 S, 82XQ001JCF",LENOVO,"['Laptops, Tablet', None, None, None]",449.0,"{'GPU': 'AMD Radeon 610M Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 S', 'Memory': '8GB', 'Screen Size': '15.6""'}","{'Brand': 'Lenovo', 'Model': 'IdeaPad Slim 3 15AMN8', 'Model Code': '82XQ001JCF', 'CPU': 'AMD Ryzen 3 7320U', 'RAM': '8GB', 'Storage': '256GB SSD', 'OS': 'Windows 11 S', 'Screen': '15.6""', 'Resolution': 'FHD'}"
245788,LPLEN03569,"Lenovo V14 Business Laptop 14"" FHD Ryzen 5 5500U 16GB 512GB SSD Windows 11 Pro, 83FG0004US",LENOVO,"['Laptops, Tablet', None, None, None]",699.0,"{'GPU': 'AMD Radeon Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Pro', 'Memory': '16GB', 'Screen Size': '14""'}","{'Brand': 'Lenovo', 'Model': 'V14', 'Model Code': '83FG0004US', 'CPU': 'Ryzen 5 5500U', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Pro', 'Screen': '14""', 'Resolution': 'FHD'}"
239703,LPMSI00553,"MSI Vector GP68HX Gaming Notebook 16"" Intel i9-12900HX GeForce RTX 4080 32GB 1TB SSD Windows 11 Home, 12VH-012CA",MSI,"['Laptops, Tablet', None, None, None]",2499.0,"{'GPU': 'GeForce RTX 4080', 'Maximum Resolution': '1920 x 1200', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '32GB', 'Screen Size': '16""'}","{'Brand': 'MSI', 'Model': 'Vector GP68HX', 'Model Code': '12VH-012CA', 'CPU': 'Intel i9-12900HX', 'GPU': 'GeForce RTX 4080', 'RAM': '32GB', 'Storage': '1TB SSD', 'OS': 'Windows 11 Home', 'Screen': '16""'}"
242479,LPASU00784,"ASUS Vivobook 15 OLED Consumer Laptop 15.6"" AMD Ryzen 7 7730U 16GB 512GB SSD Windows 11 Home, M1505YA-DB71-CA",ASUS,"['Laptops, Tablet', None, None, None]",849.0,"{'GPU': 'AMD Radeon Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}","{'Brand': 'ASUS', 'Model': 'Vivobook 15 OLED', 'Model Code': 'M1505YA-DB71-CA', 'CPU': 'AMD Ryzen 7 7730U', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""'}"
234953,LPASU00720,"ASUS ROG Strix G17 Gaming Notebook 17.3"" WQHD AMD Ryzen 9 7945HX RTX 4060 16GB 1TB SSD Windows 11 Home, G713PV-DS91-CA",ASUS,"['Laptops, Tablet', None, None, None]",1999.0,"{'GPU': 'RTX\xa04060', 'Maximum Resolution': '2560X1440', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '17.3""'}","{'Brand': 'ASUS', 'Series': 'ROG Strix G17', 'Model': 'G713PV-DS91-CA', 'CPU': 'AMD Ryzen 9 7945HX', 'GPU': 'NVIDIA RTX 4060', 'RAM': '16GB', 'Storage': '1TB SSD', 'OS': 'Windows 11 Home', 'Screen': '17.3""', 'Resolution': 'WQHD'}"
245791,LPMSI00593,"MSI Katana 17 Gaming Laptop 17.3"" 144Hz Intel i7-13620H GeForce RTX 4070 16GB 1TB SSD Windows 11 Home, Katana 17 B13VGK-645CA",MSI,"['Laptops, Tablet', None, None, None]",1799.0,"{'GPU': 'GeForce RTX 4070', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '17.3""'}","{'Brand': 'MSI', 'Model': 'Katana 17', 'Model Code': 'B13VGK-645CA', 'CPU': 'Intel i7-13620H', 'GPU': 'GeForce RTX 4070', 'RAM': '16GB', 'Storage': '1TB SSD', 'OS': 'Windows 11 Home', 'Screen': '17.3""', 'Refresh Rate': '144Hz'}"
239779,LPLEN03433,"Lenovo Legion Pro 5 Gaming Laptop 16"" AMD Ryzen 7 7745HX GeForce RTX 4070 16GB 1TB SSD Windows 11 Home, 82WM005YCC",LENOVO,"['Laptops, Tablet', None, None, None]",1799.0,"{'GPU': 'GeForce RTX 4070', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '16""'}","{'Brand': 'Lenovo', 'Model': 'Legion Pro 5', 'Model Code': '82WM005YCC', 'CPU': 'AMD Ryzen 7 7745HX', 'GPU': 'GeForce RTX 4070', 'RAM': '16GB', 'Storage': '1TB SSD', 'OS': 'Windows 11 Home', 'Screen': '16""'}"
241425,LPMSI00575,"MSI Modern 15 Consumer Laptop 15.6"" FHD Intel i7-1255U Intel Iris Xe 16GB 512GB SSD Windows 11 Home",MSI,"['Laptops, Tablet', None, None, None]",699.0,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}","{'Brand': 'MSI', 'Model': 'Modern 15', 'CPU': 'Intel i7-1255U', 'GPU': 'Intel Iris Xe', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Resolution': 'FHD'}"
237444,LPASU00752,"Asus Vivobook 17 Consumer Notebook 17.3"" FHD Intel i7-1165G7 Intel Iris Xe Graphics 8GB 512GB SSD Windows 11 Home, X712EA-MS72-CA",ASUS,"['Laptops, Tablet', None, None, None]",699.0,"{'GPU': 'Intel Iris Xe Graphics', 'Maximum Resolution': '1080p Full HD', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '8GB', 'Screen Size': '17.3""'}","{'Brand': 'Asus', 'Model': 'Vivobook 17', 'Model Code': 'X712EA-MS72-CA', 'CPU': 'Intel i7-1165G7', 'GPU': 'Intel Iris Xe Graphics', 'RAM': '8GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '17.3""', 'Resolution': 'FHD'}"
245636,LPLEN03567,"LENOVO ThinkPad X1 Gen 3 Business Laptop 13"" Detachable (2 in 1) QHD Intel i7-8550U 16GB 256GB SSD Windows 11 Pro Refurbished",LENOVO,"['Laptops, Tablet', None, None, None]",399.0,"{'GPU': 'Intel UHD Graphics 620', 'Maximum Resolution': '3000 x 2000', 'Touch Screen': 'Yes', 'Operating System': 'Windows 11 Pro', 'Memory': '16GB', 'Screen Size': '13""'}","{'Brand': 'LENOVO', 'Model': 'ThinkPad X1 Gen 3', 'Form factor': '2 in 1 (Detachable)', 'Screen size': '13""', 'Resolution': 'QHD', 'CPU': 'Intel i7-8550U', 'RAM': '16GB', 'Storage': '256GB SSD', 'OS': 'Windows 11 Pro', 'Condition': 'Refurbished'}"
234880,LPASU00716,"ASUS TUF F15 Gaming Notebook 15.6"" FHD Intel i7-12700H RTX 3050 16GB 512GB SSD Windows 11 Home, FX507ZC4-DS71-CA",ASUS,"['Laptops, Tablet', None, None, None]",1099.0,"{'GPU': 'RTX\xa03050', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}","{'Brand': 'ASUS', 'Model': 'TUF F15', 'Model Code': 'FX507ZC4-DS71-CA', 'CPU': 'Intel i7-12700H', 'GPU': 'RTX\xa03050', 'RAM': '16GB', 'Storage': '512GB SSD', 'OS': 'Windows 11 Home', 'Screen': '15.6""', 'Resolution': 'FHD'}"
229230,LPHEW01929,"HP ProBook 440 G9 14"" Business Laptop FHD Intel Core i5-1235U 8GB RAM 256GB SSD Silver Windows 11 Pro",HP,"['Laptops, Tablet', None, None, None]",599.0,"{'General Information<HDRBR>Manufacturer': 'HP Inc.', 'General Information<HDRBR>Manufacturer Part Number': '687M8UT#ABA', 'General Information<HDRBR>Manufacturer Website Address': 'http://www.hp.com', 'General Information<HDRBR>Brand Name': 'HP', 'General Information<HDRBR>Product Line': 'ProBook', 'General Information<HDRBR>Product Series': '440 G9'}","{'Brand': 'HP', 'Model': 'ProBook 440 G9', 'Screen': '14""', 'Resolution': 'FHD', 'CPU': 'Intel Core i5-1235U', 'RAM': '8GB', 'Storage': '256GB SSD', 'Color': 'Silver', 'OS': 'Windows 11 Pro'}"
216029,LPASU00560,"ASUS ExpertBook B1 Business Laptop 14"" Intel i5-1135G7 8GB 256GB SSD Windows 10 Pro, 3YR Warranty, 1YR ADP",ASUS,"['Laptops, Tablet', None, None, None]",799.0,"{'Screen Size': '14""', 'Memory': '8GB', 'Operating System': 'Windows 10 Pro', 'Maximum Resolution': '1920 x 1080', 'Refresh Rate': '60Hz', 'SSD Capacity': '256GB'}","{'Brand': 'ASUS', 'Model': 'ExpertBook B1', 'CPU': 'Intel i5-1135G7', 'RAM': '8GB', 'Storage': '256GB SSD', 'OS': 'Windows 10 Pro', 'Screen': '14""', 'Warranty': '3YR', 'ADP (Accidental Damage Protection)': '1YR'}"
237316,LPLEN03390,"LENOVO ThinkPad T14 G3 Business Laptop 14"" Touchscreen Ryzen 5 Pro 6650U AMD Radeon 660M 16GB 256GB SSD Windows 10 Pro, 21CF000CUS",LENOVO,"['Laptops, Tablet', None, None, None]",799.0,"{'GPU': 'AMD Radeon 660M', 'Maximum Resolution': '1920 x 1200', 'Touch Screen': 'Yes', 'Operating System': 'Windows 10 Pro', 'Memory': '16GB', 'Screen Size': '14""'}","{'Brand': 'LENOVO', 'Series': 'ThinkPad T14 G3', 'Model': '21CF000CUS', 'CPU': 'Ryzen 5 Pro 6650U', 'GPU': 'AMD Radeon 660M', 'RAM': '16GB', 'Storage': '256GB SSD', 'OS': 'Windows 10 Pro', 'Screen': '14""', 'Touchscreen': 'Yes'}"
