id,item_id,name,brand,categories,price,specs
243416,LPLEN03503,"Lenovo Legion Slim 7i Gaming Laptop 16"" QHD 240Hz Intel i9-13900H GeForce RTX 4070 32GB 1TB SSD Windows 11 Home, 82Y3007HCC",LENOVO,"['Laptops, Tablet', None, None, None]",2299.0,"{'GPU': 'GeForce RTX 4070', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '32GB', 'Screen Size': '16""'}"
235073,LPMSI00539,"MSI Katana 15 Gaming Laptop 15.6"" FHD Intel i7-12650H GeForce RTX 4060 16GB 1TB SSD Windows 11 Home, B12VFK-237CA",MSI,"['Laptops, Tablet', None, None, None]",1399.0,"{'GPU': 'GeForce RTX 4060', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
243636,LPACE00981,"ACER Aspire 5 Consumer Laptop 15.6"" AMD Ryzen 3 5300U 8GB 256GB SSD Windows 11 S, A515-45-R4RP",ACER,"['Laptops, Tablet', None, None, None]",449.0,"{'GPU': 'AMD Radeon Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 S', 'Memory': '8GB', 'Screen Size': '15.6""'}"
229726,LPASU00666,"Asus Vivobook 16 Laptop 16"" WUXGA AMD Ryzen 5 5600H AMD Radeon Graphics 8GB 512GB SSD Windows 11 Home, M1603QA-RH51-CA",ASUS,"['Laptops, Tablet', None, None, None]",599.0,"{'GPU': 'AMD Radeon Graphics', 'Maximum Resolution': '1920 x 1200', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '8GB', 'Screen Size': '16""'}"
239822,LPACE00968,"Acer Nitro 5 Gaming Laptop 15.6"" FHD Intel i5-12450H GeForce RTX 4060 16GB 512GB SSD Windows 11 Home, NH.QM0AA.004",ACER,"['Laptops, Tablet', None, None, None]",1099.0,"{'GPU': 'GeForce RTX 4060', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
234397,LPHEW01967,"HP ProBook 440 G9 14"" Business Laptop Intel i5-1235U 16 GB 256 GB SSD, Windows 11 Pro",HP,"['Laptops, Tablet', None, None, None]",749.0,"{'General Information<HDRBR>Manufacturer': 'HP Inc.', 'General Information<HDRBR>Manufacturer Part Number': '6J8Q6UT#ABA', 'GPU': 'Intel Iris Xe', 'General Information<HDRBR>Manufacturer Website Address': 'http://www.hp.com', 'Maximum Resolution': '1920 x 1080', 'General Information<HDRBR>Brand Name': 'HP'}"
239788,LPLEN03438,"Lenovo Legion Pro 5 Gaming Notebook 16"" 165Hz WQXGA AMD Ryzen 7 7745HX GeForce RTX 4070 16GB 512GB SSD Windows 11 Home, 82WM005VCC",LENOVO,"['Laptops, Tablet', None, None, None]",1699.0,"{'GPU': 'GeForce RTX 4070', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '16""'}"
242615,LPLEN03487,"Lenovo ThinkPad E16 Business Laptop 16"" FHD Intel i7-1355U 16GB 512GB SSD Windows 11 Pro, 21JN0073US",LENOVO,"['Laptops, Tablet', None, None, None]",1199.0,"{'Memory': '16GB', 'Model': 'ThinkPad E16', 'Screen Size': '16""', 'Operating System': 'Windows 11 Pro', 'Maximum Resolution': '1920 x 1200', 'Refresh Rate': '60Hz'}"
243491,LPHEW02087,"HP Victus 15-fb0000ca Gaming Laptop 15.6"" 144Hz AMD Ryzen 5 5600H GeForce RTX 3050 Ti 16GB 512GB SSD Windows 11 Home, 89A37UA#ABL",HP,"['Laptops, Tablet', None, None, None]",849.0,"{'GPU': 'GeForce RTX 3050 Ti', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
239806,LPMSI00564,"MSI Bravo 15 Gaming Laptop 15.6"" FHD AMD Ryzen 7 7735HS GeForce RTX 4060 32GB 1TB SSD Windows 11 Home, C7VFK-057CA",MSI,"['Laptops, Tablet', None, None, None]",1399.0,"{'GPU': 'Ge Force RTX 4060', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '32GB', 'Screen Size': '15.6""'}"
242954,LPLEN03493,"LENOVO Thinkbook T490 Business Laptop 14"" Intel i5-8365U 16GB 256GB SSD Windows 10 Pro Refurbished",LENOVO,"['Laptops, Tablet', None, None, None]",399.0,"{'GPU': 'Intel UHD Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 10 Pro', 'Memory': '16GB', 'Screen Size': '14""'}"
242916,LPASU00786,"ASUS Vivobook 16X Laptop 16"" Intel i5-1235U 8GB 512GB SSD Windows 11 Home, X1605ZA-DB51-CA",ASUS,"['Laptops, Tablet', None, None, None]",649.0,"{'GPU': 'Intel UHD Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '8GB', 'Screen Size': '16""'}"
238858,LPHEW02028,"HP Consumer Laptop 15.6"" FHD AMD Ryzen 7 7730U AMD Radeon Graphics 16GB 1TB SSD Windows 11 Home, 15-fc0040ca",HP,"['Laptops, Tablet', None, None, None]",849.0,"{'Memory': '16GB', 'Screen Size': '15.6""', 'Operating System': 'Windows 11 Home', 'Maximum Resolution': '1080p Full HD', 'SSD Capacity': '1TB', 'CPU': 'Ryzen 7 7730U'}"
245318,LPHEW02099,"HP 17-cn3020ca Consumer Laptop 17.3"" FHD Intel i5-1335U 16GB 512GB SSD Windows 11 Home, 8N3T7UA#ABL",HP,"['Laptops, Tablet', None, None, None]",799.0,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '17.3""'}"
248768,LPLEN03685,"Lenovo IdeaPad Slim 3 15AMN8 Laptop 15.6"" FHD AMD Ryzen 3 7320U 8GB 256GB SSD Windows 11 S, 82XQ001JCF",LENOVO,"['Laptops, Tablet', None, None, None]",449.0,"{'GPU': 'AMD Radeon 610M Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 S', 'Memory': '8GB', 'Screen Size': '15.6""'}"
245788,LPLEN03569,"Lenovo V14 Business Laptop 14"" FHD Ryzen 5 5500U 16GB 512GB SSD Windows 11 Pro, 83FG0004US",LENOVO,"['Laptops, Tablet', None, None, None]",699.0,"{'GPU': 'AMD Radeon Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Pro', 'Memory': '16GB', 'Screen Size': '14""'}"
239703,LPMSI00553,"MSI Vector GP68HX Gaming Notebook 16"" Intel i9-12900HX GeForce RTX 4080 32GB 1TB SSD Windows 11 Home, 12VH-012CA",MSI,"['Laptops, Tablet', None, None, None]",2499.0,"{'GPU': 'GeForce RTX 4080', 'Maximum Resolution': '1920 x 1200', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '32GB', 'Screen Size': '16""'}"
242479,LPASU00784,"ASUS Vivobook 15 OLED Consumer Laptop 15.6"" AMD Ryzen 7 7730U 16GB 512GB SSD Windows 11 Home, M1505YA-DB71-CA",ASUS,"['Laptops, Tablet', None, None, None]",849.0,"{'GPU': 'AMD Radeon Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
234953,LPASU00720,"ASUS ROG Strix G17 Gaming Notebook 17.3"" WQHD AMD Ryzen 9 7945HX RTX 4060 16GB 1TB SSD Windows 11 Home, G713PV-DS91-CA",ASUS,"['Laptops, Tablet', None, None, None]",1999.0,"{'GPU': 'RTX\xa04060', 'Maximum Resolution': '2560X1440', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '17.3""'}"
245791,LPMSI00593,"MSI Katana 17 Gaming Laptop 17.3"" 144Hz Intel i7-13620H GeForce RTX 4070 16GB 1TB SSD Windows 11 Home, Katana 17 B13VGK-645CA",MSI,"['Laptops, Tablet', None, None, None]",1799.0,"{'GPU': 'GeForce RTX 4070', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '17.3""'}"
239779,LPLEN03433,"Lenovo Legion Pro 5 Gaming Laptop 16"" AMD Ryzen 7 7745HX GeForce RTX 4070 16GB 1TB SSD Windows 11 Home, 82WM005YCC",LENOVO,"['Laptops, Tablet', None, None, None]",1799.0,"{'GPU': 'GeForce RTX 4070', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '16""'}"
241425,LPMSI00575,"MSI Modern 15 Consumer Laptop 15.6"" FHD Intel i7-1255U Intel Iris Xe 16GB 512GB SSD Windows 11 Home",MSI,"['Laptops, Tablet', None, None, None]",699.0,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
237444,LPASU00752,"Asus Vivobook 17 Consumer Notebook 17.3"" FHD Intel i7-1165G7 Intel Iris Xe Graphics 8GB 512GB SSD Windows 11 Home, X712EA-MS72-CA",ASUS,"['Laptops, Tablet', None, None, None]",699.0,"{'GPU': 'Intel Iris Xe Graphics', 'Maximum Resolution': '1080p Full HD', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '8GB', 'Screen Size': '17.3""'}"
245636,LPLEN03567,"LENOVO ThinkPad X1 Gen 3 Business Laptop 13"" Detachable (2 in 1) QHD Intel i7-8550U 16GB 256GB SSD Windows 11 Pro Refurbished",LENOVO,"['Laptops, Tablet', None, None, None]",399.0,"{'GPU': 'Intel UHD Graphics 620', 'Maximum Resolution': '3000 x 2000', 'Touch Screen': 'Yes', 'Operating System': 'Windows 11 Pro', 'Memory': '16GB', 'Screen Size': '13""'}"
234880,LPASU00716,"ASUS TUF F15 Gaming Notebook 15.6"" FHD Intel i7-12700H RTX 3050 16GB 512GB SSD Windows 11 Home, FX507ZC4-DS71-CA",ASUS,"['Laptops, Tablet', None, None, None]",1099.0,"{'GPU': 'RTX\xa03050', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
229230,LPHEW01929,"HP ProBook 440 G9 14"" Business Laptop FHD Intel Core i5-1235U 8GB RAM 256GB SSD Silver Windows 11 Pro",HP,"['Laptops, Tablet', None, None, None]",599.0,"{'General Information<HDRBR>Manufacturer': 'HP Inc.', 'General Information<HDRBR>Manufacturer Part Number': '687M8UT#ABA', 'General Information<HDRBR>Manufacturer Website Address': 'http://www.hp.com', 'General Information<HDRBR>Brand Name': 'HP', 'General Information<HDRBR>Product Line': 'ProBook', 'General Information<HDRBR>Product Series': '440 G9'}"
216029,LPASU00560,"ASUS ExpertBook B1 Business Laptop 14"" Intel i5-1135G7 8GB 256GB SSD Windows 10 Pro, 3YR Warranty, 1YR ADP",ASUS,"['Laptops, Tablet', None, None, None]",799.0,"{'Screen Size': '14""', 'Memory': '8GB', 'Operating System': 'Windows 10 Pro', 'Maximum Resolution': '1920 x 1080', 'Refresh Rate': '60Hz', 'SSD Capacity': '256GB'}"
237316,LPLEN03390,"LENOVO ThinkPad T14 G3 Business Laptop 14"" Touchscreen Ryzen 5 Pro 6650U AMD Radeon 660M 16GB 256GB SSD Windows 10 Pro, 21CF000CUS",LENOVO,"['Laptops, Tablet', None, None, None]",799.0,"{'GPU': 'AMD Radeon 660M', 'Maximum Resolution': '1920 x 1200', 'Touch Screen': 'Yes', 'Operating System': 'Windows 10 Pro', 'Memory': '16GB', 'Screen Size': '14""'}"
244770,LPACE00984,"ACER Aspire 3 Consumer Laptop 15.6"" FHD Intel i5-1235U 16GB 512GB SSD Windows 11 Home, A315-59-59UU",ACER,"['Laptops, Tablet', None, None, None]",699.0,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
234684,LPASU00707,"ASUS Zenbook OLED Touchscreen Consumer Notebook 14"" WQXGA AMD Ryzen 7 7730U AMD Radeon 16GB 1TB SSD Windows 11 Home, UM3402YAR-DS71T-CA",ASUS,"['Laptops, Tablet', None, None, None]",1199.0,"{'GPU': 'AMD Radeon', 'Maximum Resolution': '2880X1800', 'Touch Screen': 'Yes', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '14""'}"
234408,LPASU00688,"ASUS TUF Gaming F15 Gaming Laptop 15.6"" FHD Intel Core i9-13900H GeForce RTX 4050 16GB 512GB SSD Windows 11 Home, FX507VU-DS91-CA",ASUS,"['Laptops, Tablet', None, None, None]",1399.0,"{'GPU': 'GeForce\xa0RTX\xa04050', 'Maximum Resolution': '1080p Full HD', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
239785,LPLEN03435,"Lenovo Legion Pro 5 Gaming Laptop 16"" Intel i7-13700HX GeForce RTX 4060 16GB 1TB SSD Windows 11 Home, 82WK00H9CC",LENOVO,"['Laptops, Tablet', None, None, None]",1799.0,"{'GPU': 'GeForce RTX 4060', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '16""'}"
243968,LPLEN03518,"LENOVO Thinkbook T480s Business Notebook 14"" FHD Intel i5-8350U 16GB 256GB SSD Windows 11 Pro, Refurbished",LENOVO,"['Laptops, Tablet', None, None, None]",399.0,"{'GPU': 'Intel UHD Graphics 620', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Pro', 'Memory': '16GB', 'Screen Size': '14""'}"
235074,LPMSI00540,"MSI Thin GF63 Gaming Notebook 15.6"" FHD Intel i7-12650H GeForce RTX 4050 16GB 512GB SSD Windows 11 Home, 12VE-033CA",MSI,"['Laptops, Tablet', None, None, None]",1499.0,"{'GPU': 'GeForce RTX 4050', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
246281,LPLEN03573,"LENOVO ThinkPad T490 Business Laptop 14"" FHD Intel i7-8550U Intel UHD Graphics 620 16GB 256GB SSD Windows 11 Pro, Refurbished",LENOVO,"['Laptops, Tablet', None, None, None]",549.0,"{'GPU': 'Intel UHD Graphics 620', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Pro', 'Memory': '16GB', 'Screen Size': '14""'}"
245558,LPLEN03565,"LENOVO Legion Pro 5 16ARX8 Gaming Laptop 16"" 165Hz QHD Ryzen 7 7745HX GeForce RTX 4060 16GB 1TB SSD Windows 11 Home, 82WM005UCC",LENOVO,"['Laptops, Tablet', None, None, None]",1699.0,"{'GPU': 'GeForce RTX 4060', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '16""'}"
243681,LPHUA00042,"HUAWEI Matebook D14 Consumer Laptop 14"" Intel i7-1360P 16GB 1TB SSD Windows 11 Home, 53013VBB",HUAWEI,"['Laptops, Tablet', None, None, None]",999.0,"{'GPU': 'Intel Iris Xe', 'Maximum Resolution': '1920 x 1200', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '14""'}"
242315,LPHEW02076,"HP Victus Gaming Notebook 16.1"" AMD Ryzen 5 7640HS GeForce RTX 4050 16GB 512GB SSD Windows 11 Home, 7X7B1UA#ABL",HP,"['Laptops, Tablet', None, None, None]",999.0,"{'Memory': '16GB', 'Screen Size': '16.1""', 'Operating System': 'Windows 11 Home', 'Maximum Resolution': '1920 x 1080', 'Refresh Rate': '144Hz', 'SSD Capacity': '512GB'}"
239808,LPMSI00565,"MSI Bravo 15 Gaming Notebook 15.6""  AMD Ryzen 7 7735HS GeForce RTX 4050 16GB 1TB SSD Windows 11 Home, C7VEK-058CA",MSI,"['Laptops, Tablet', None, None, None]",1599.0,"{'GPU': 'GeForce RTX 4050', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
247065,LPLEN03578,"Lenovo Yoga L390 Business Laptop 13.3"" Touchscreen FHD Intel i5-8365U 16GB 256GB SSD Windows 11 Pro Refurbished",LENOVO,"['Laptops, Tablet', None, None, None]",449.0,"{'GPU': 'Intel® UHD Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'Yes', 'Operating System': 'Windows 11 Pro', 'Memory': '16GB', 'Screen Size': '13.3""'}"
239726,LPMSI00560,"MSI Thin GF63 Gaming Notebook 15.6"" FHD Intel i5-12450H GeForce RTX 4060 16GB 512GB SSD Windows 11 Home,12VF-275CA",MSI,"['Laptops, Tablet', None, None, None]",1199.0,"{'GPU': 'GeForce RTX 4060', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '15.6""'}"
239720,LPMSI00555,"MSI Stealth 15 Gaming Notebook 15.6"" QHD OLED Intel i9-13900H GeForce RTX 4060 32GB 1TB SSD Windows 11 Home, A13VF-071CA",MSI,"['Laptops, Tablet', None, None, None]",2199.0,"{'Maximum Resolution': '2560 x 1440', 'GPU': 'GeForce RTX 4060', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '32GB', 'Screen Size': '15.6""'}"
234898,LPASU00719,"ASUS ROG Strix Gaming Notebook 17.3"" FHD AMD Ryzen 9 7945HX RTX 4050 16GB 1TB SSD Windows 11 Home, G713PU-DS91-CA",ASUS,"['Laptops, Tablet', None, None, None]",1799.0,"{'GPU': 'RTX\xa04050', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '17.3""'}"
241844,LPASU00782,"ASUS Vivobook Go Consumer Notebook 15.6"" AMD Ryzen 3 7320U 8GB 128GB SSD Windows 11 S, E1504FA-DB31-CA-SL",ASUS,"['Laptops, Tablet', None, None, None]",449.0,"{'GPU': 'AMD Radeon Graphics', 'Maximum Resolution': '1920 x 1080', 'Touch Screen': 'No', 'Operating System': 'Windows 11 S', 'Memory': '8GB', 'Screen Size': '15.6""'}"
216483,LPASU00581,"Asus ExpertBook B1 15.6"" Business Laptop FHD Intel i5-1135G7 8 GB 256 GB SSD Windows 11 Pro, 3YR Warranty, 1YR ADP",ASUS,"['Laptops, Tablet', None, None, None]",599.0,"{'General Information<HDRBR>Manufacturer': 'ASUS Computer International', 'General Information<HDRBR>Manufacturer Part Number': 'B1500CEAE-Q53WP-CB', 'General Information<HDRBR>Manufacturer Website Address': 'http://www.asus.com', 'General Information<HDRBR>Brand Name': 'Asus', 'General Information<HDRBR>Product Line': 'ExpertBook B1', 'General Information<HDRBR>Product Series': 'B1500'}"
234968,LPASU00724,"ASUS ROG Zephyrus Gaming Notebook 16"" WQXGA Intel i9-13900H GeForce RTX 4070 32GB 1TB SSD Windows 11 Home, GU604VI-DS92-CA",ASUS,"['Laptops, Tablet', None, None, None]",2499.0,"{'Refresh Rate': '240Hz', 'GPU': 'GeForce RTX 4070', 'Maximum Resolution': '2560X1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '32GB'}"
238751,LPASU00760,"ASUS Vivobook 16X Gaming Laptop 16"" WUXGA Intel i9-13900H Geforce RTX 4050 16GB 512GB SSD Windows 11 Home, K3605VU-DS91-CA",ASUS,"['Laptops, Tablet', None, None, None]",1699.0,"{'GPU': 'Geforce RTX 4050', 'Maximum Resolution': '1920 x 1200', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '16""'}"
238748,LPHEW02023,"HP Consumer Notebook 14"" FHD AMD Ryzen 5 7520U AMD Radeon Graphics 8GB 512GB SSD Windows 11 Home, 14-em0040ca",HP,"['Laptops, Tablet', None, None, None]",599.0,"{'Memory': '8GB', 'Screen Size': '14""', 'Operating System': 'Windows 11 Home', 'Maximum Resolution': 'FHD', 'SSD Capacity': '512GB', 'CPU': 'Ryzen 5 7520U'}"
235326,LPHEW01997,"HP ENVY X360 13.3"" OLED Touchscreen 2 in 1 Laptop QHD i7-1250U 16GB 1TB SSD Windows 11 Home, 6J0Q0UA#ABL",HP,"['Laptops, Tablet', None, None, None]",1299.0,"{'Memory': '16GB', 'Screen Size': '13.3""', 'Operating System': 'Windows 11 Home', 'Maximum Resolution': '2880 x 1800', 'Refresh Rate': '60Hz', 'SSD Capacity': '1TB'}"
234958,LPASU00721,"ASUS ROG Strix Gaming Notebook 17.3"" WQHD AMD Ryzen 9 7945HX RTX 4080 32GB 1TB SSD Windows 11 Pro, G733PZ-XS96",ASUS,"['Laptops, Tablet', None, None, None]",3499.0,"{'GPU': 'RTX\xa04080', 'Maximum Resolution': 'WQHD', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Pro', 'Memory': '32GB', 'Screen Size': '17.3""'}"
240054,LPASU00770,"ASUS ROG Zephyrus G14 Gaming Notebook 14"" QHD AMD Ryzen 9 7940HS GeForce RTX 4080 16GB 1TB SSD Windows 11 Home, GA402XZ-CS94",ASUS,"['Laptops, Tablet', None, None, None]",2999.0,"{'GPU': 'GeForce RTX 4080', 'Maximum Resolution': '2560 x 1600', 'Touch Screen': 'No', 'Operating System': 'Windows 11 Home', 'Memory': '16GB', 'Screen Size': '14""'}"
201084,LPASU00500,"Asus ExpertBook B1 14"" Laptop Intel i5 1135G7 8 GB 256 GB SSD Windows 10 Home, B1400CEAE-Q51H-CB",ASUS,"['Laptops, Tablet', None, None, None]",549.0,"{'General Information<HDRBR>Manufacturer': 'ASUS Computer International', 'General Information<HDRBR>Manufacturer Part Number': 'B1400CEAE-Q51H-CB', 'General Information<HDRBR>Manufacturer Website Address': 'http://www.asus.com', 'General Information<HDRBR>Brand Name': 'Asus', 'General Information<HDRBR>Product Line': 'ExpertBook B1', 'General Information<HDRBR>Product Series': 'B1400'}"
216700,LPASU00590,"ASUS Vivobook 14 Flip Notebook, 14"" FHD touch Screen, Intel Celeron N4500, Intel UHD Graphics, 4GB DDR4, 128GB SSD, Win11 Home, J1400KA-DS01T-CA",ASUS,"['Laptops, Tablet', None, None, None]",499.0,"{'Notebook Type': 'Consumer', 'Notebook Chassis': 'Convertible (2 in 1)', 'Screen Size': '14""', 'Maximum Resolution': '1920 x 1080', 'Refresh Rate': '60Hz', 'CPU': 'Intel Celeron N4500'}"
